[PokaPoka @ 798387ms/15s/26m/13h, 28d/6mo/2021y] --> Beginning game startup and startup-finish
[PokaPoka @ 81762ms/18s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(308-59)] interacted with hotbar slot(5) resulting in overflow --> Dropped item Entity[rgb(135-51-218), size(50-50) @ pos(1230-50)]
[PokaPoka @ 362547ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-626)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 379395ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 379395ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-624)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 395086ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 395086ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-620)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 411369ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 411804ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-614)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 427389ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 427389ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-606)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 443117ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 443117ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-596)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 459635ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 460633ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-584)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 476832ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 476832ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-570)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 493333ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 493333ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-554)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 510344ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 510344ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-536)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 526194ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 542269ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 557699ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 574240ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 590628ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 606620ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 624161ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 640429ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 656543ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 673588ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 690144ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 707495ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 724625ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 741553ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 758320ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 774409ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 790662ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 807754ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 824127ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 840493ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 857425ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 873923ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 890380ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 907318ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 923620ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 923620ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-626)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 940343ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 940343ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-624)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 956296ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 956296ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-620)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 972619ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 972619ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-614)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 989550ms/33s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 990548ms/33s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-606)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 6206ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 7213ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-596)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 23376ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 23376ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-584)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 40407ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 40407ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-570)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 57424ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 57424ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-554)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 73640ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 73640ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-536)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 90423ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 107416ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 124369ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 141647ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 158705ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 175710ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 192726ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 210363ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 226216ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 242210ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 258275ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 273717ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 290257ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 306357ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 322590ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 339327ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 355400ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 371425ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 387266ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 404490ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 420752ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 437679ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 453762ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 470365ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 486994ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 487492ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-626)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 503351ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 503351ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-624)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 519703ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 519703ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-620)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 536147ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 536262ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-614)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 550779ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 550779ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-606)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 567771ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 568772ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-596)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 583841ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 583841ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-584)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 601248ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 602253ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-570)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 618449ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 619445ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-554)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 635301ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 636358ms/34s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-536)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 650248ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 666247ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 682037ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 698448ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 715402ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 732361ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 749139ms/34s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
